"","Yb173Di","barcode","type"
"3996",57,"none","real cells"
"3997",32,"none","real cells"
"3998",566,"none","real cells"
"3999",37,"none","real cells"
"4000",0,"none","real cells"
"4001",991,"none","real cells"
"4002",74,"none","real cells"
"4003",811,"none","real cells"
"4004",1043,"none","real cells"
"4005",81,"none","real cells"
"4006",1048,"none","real cells"
"4007",174,"none","real cells"
"4008",1336,"none","real cells"
"4009",618,"none","real cells"
"4010",1148,"none","real cells"
"4011",573,"none","real cells"
"4012",87,"none","real cells"
"4013",1231,"none","real cells"
"4014",660,"none","real cells"
"4015",73,"none","real cells"
"4016",1283,"none","real cells"
"4017",420,"none","real cells"
"4018",56,"none","real cells"
"4019",114,"none","real cells"
"4020",77,"none","real cells"
"4021",820,"none","real cells"
"4022",80,"none","real cells"
"4023",43,"none","real cells"
"4024",55,"none","real cells"
"4025",1641,"none","real cells"
"4026",529,"none","real cells"
"4027",65,"none","real cells"
"4028",999,"none","real cells"
"4029",1251,"none","real cells"
"4030",20,"none","real cells"
"4031",70,"none","real cells"
"4032",53,"none","real cells"
"4033",1292,"none","real cells"
"4034",901,"none","real cells"
"4035",1003,"none","real cells"
"4036",100,"none","real cells"
"4037",141,"none","real cells"
"4038",1716,"none","real cells"
"4039",41,"none","real cells"
"4040",46,"none","real cells"
"4041",96,"none","real cells"
"4042",111,"none","real cells"
"4043",7,"none","real cells"
"4044",1094,"none","real cells"
"4045",1496,"none","real cells"
"4046",1110,"none","real cells"
"4047",2,"none","real cells"
"4048",110,"none","real cells"
"4049",66,"none","real cells"
"4050",917,"none","real cells"
"4051",56,"none","real cells"
"4052",1119,"none","real cells"
"4053",42,"none","real cells"
"4054",626,"none","real cells"
"4055",35,"none","real cells"
"4056",768,"none","real cells"
"4057",575,"none","real cells"
"4058",84,"none","real cells"
"4059",855,"none","real cells"
"4060",993,"none","real cells"
"4061",1451,"none","real cells"
"4062",864,"none","real cells"
"4063",1376,"none","real cells"
"4064",1022,"none","real cells"
"4065",515,"none","real cells"
"4066",1036,"none","real cells"
"4067",19,"none","real cells"
"4068",851,"none","real cells"
"4069",1153,"none","real cells"
"4070",241,"none","real cells"
"4071",63,"none","real cells"
"4072",1205,"none","real cells"
"4073",1518,"none","real cells"
"4074",60,"none","real cells"
"4075",1239,"none","real cells"
"4076",52,"none","real cells"
"4077",1355,"none","real cells"
"4078",132,"none","real cells"
"4079",1,"none","real cells"
"4080",80,"none","real cells"
"4081",96,"none","real cells"
"4082",75,"none","real cells"
"4083",56,"none","real cells"
"4084",51,"none","real cells"
"4085",46,"none","real cells"
"4086",1276,"none","real cells"
"4087",87,"none","real cells"
"4088",650,"none","real cells"
"4089",1361,"none","real cells"
"4090",1048,"none","real cells"
"4091",80,"none","real cells"
"4092",848,"none","real cells"
"4093",20,"none","real cells"
"4094",821,"none","real cells"
"4095",1206,"none","real cells"
"4096",1238,"none","real cells"
"4097",15,"none","real cells"
"4098",1178,"none","real cells"
"4099",77,"none","real cells"
"4100",791,"none","real cells"
"4101",783,"none","real cells"
"4102",813,"none","real cells"
"4103",1096,"none","real cells"
"4104",35,"none","real cells"
"4105",1161,"none","real cells"
"4106",800,"none","real cells"
"4107",668,"none","real cells"
"4108",12,"none","real cells"
"4109",60,"none","real cells"
"4110",1190,"none","real cells"
"4111",796,"none","real cells"
"4112",131,"none","real cells"
"4113",1133,"none","real cells"
"4114",38,"none","real cells"
"4115",551,"none","real cells"
"4116",991,"none","real cells"
"4117",5,"none","real cells"
"4118",1080,"none","real cells"
"4119",103,"none","real cells"
"4120",100,"none","real cells"
"4121",817,"none","real cells"
"4122",1035,"none","real cells"
"4123",51,"none","real cells"
"4124",0,"none","real cells"
"4125",68,"none","real cells"
"4126",4,"none","real cells"
"4127",21,"none","real cells"
"4128",1082,"none","real cells"
"4129",64,"none","real cells"
"4130",78,"none","real cells"
"4131",1113,"none","real cells"
"4132",794,"none","real cells"
"4133",923,"none","real cells"
"4134",71,"none","real cells"
"4135",983,"none","real cells"
"4136",79,"none","real cells"
"4137",94,"none","real cells"
"4138",661,"none","real cells"
"4139",1113,"none","real cells"
"4140",1265,"none","real cells"
"4141",1378,"none","real cells"
"4142",21,"none","real cells"
"4143",1477,"none","real cells"
"4144",108,"none","real cells"
"4145",1098,"none","real cells"
"4146",1550,"none","real cells"
"4147",80,"none","real cells"
"4148",800,"none","real cells"
"4149",919,"none","real cells"
"4150",77,"none","real cells"
"4151",0,"none","real cells"
"4152",1109,"none","real cells"
"4153",54,"none","real cells"
"4154",347,"none","real cells"
"4155",55,"none","real cells"
"4156",988,"none","real cells"
"4157",930,"none","real cells"
"4158",75,"none","real cells"
"4159",30,"none","real cells"
"4160",1220,"none","real cells"
"4161",857,"none","real cells"
"4162",624,"none","real cells"
"4163",972,"none","real cells"
"4164",1099,"none","real cells"
"4165",1075,"none","real cells"
"4166",88,"none","real cells"
"4167",727,"none","real cells"
"4168",893,"none","real cells"
"4169",705,"none","real cells"
"4170",70,"none","real cells"
"4171",789,"none","real cells"
"4172",55,"none","real cells"
"4173",135,"none","real cells"
"4174",1217,"none","real cells"
"4175",1560,"none","real cells"
"4176",535,"none","real cells"
"4177",66,"none","real cells"
"4178",51,"none","real cells"
"4179",43,"none","real cells"
"4180",1436,"none","real cells"
"4181",660,"none","real cells"
"4182",756,"none","real cells"
"4183",99,"none","real cells"
"4184",1443,"none","real cells"
"4185",75,"none","real cells"
"4186",71,"none","real cells"
"4187",82,"none","real cells"
"4188",779,"none","real cells"
"4189",1014,"none","real cells"
"4190",1168,"none","real cells"
"4191",89,"none","real cells"
"4192",95,"none","real cells"
"4193",611,"none","real cells"
"4194",765,"none","real cells"
"4195",41,"none","real cells"
"4196",62,"none","real cells"
"4197",1343,"none","real cells"
"4198",1307,"none","real cells"
"4199",23,"none","real cells"
"4200",123,"none","real cells"
"4201",139,"none","real cells"
"4202",86,"none","real cells"
"4203",95,"none","real cells"
"4204",37,"none","real cells"
"4205",60,"none","real cells"
"4206",69,"none","real cells"
"4207",88,"none","real cells"
"4208",507,"none","real cells"
"4209",796,"none","real cells"
"4210",86,"none","real cells"
"4211",958,"none","real cells"
"4212",79,"none","real cells"
"4213",126,"none","real cells"
"4214",51,"none","real cells"
"4215",1139,"none","real cells"
"4216",35,"none","real cells"
"4217",617,"none","real cells"
"4218",729,"none","real cells"
"4219",978,"none","real cells"
"4220",40,"none","real cells"
"4221",108,"none","real cells"
"4222",78,"none","real cells"
"4223",58,"none","real cells"
"4224",85,"none","real cells"
"4225",54,"none","real cells"
"4226",551,"none","real cells"
"4227",626,"none","real cells"
"4228",38,"none","real cells"
"4229",115,"none","real cells"
"4230",47,"none","real cells"
"4231",677,"none","real cells"
"4232",1108,"none","real cells"
"4233",949,"none","real cells"
"4234",60,"none","real cells"
"4235",1226,"none","real cells"
"4236",1080,"none","real cells"
"4237",74,"none","real cells"
"4238",10,"none","real cells"
"4239",917,"none","real cells"
"4240",594,"none","real cells"
"4241",690,"none","real cells"
"4242",1334,"none","real cells"
"4243",711,"none","real cells"
"4244",56,"none","real cells"
"4245",12,"none","real cells"
"4246",71,"none","real cells"
"4247",114,"none","real cells"
"4248",197,"none","real cells"
"4249",50,"none","real cells"
"4250",1065,"none","real cells"
"4251",102,"none","real cells"
"4252",1314,"none","real cells"
"4253",870,"none","real cells"
"4254",1103,"none","real cells"
"4255",32,"none","real cells"
"4256",45,"none","real cells"
"4257",66,"none","real cells"
"4258",73,"none","real cells"
"4259",34,"none","real cells"
"4260",693,"none","real cells"
"4261",81,"none","real cells"
"4262",1465,"none","real cells"
"4263",1095,"none","real cells"
"4264",836,"none","real cells"
"4265",935,"none","real cells"
"4266",61,"none","real cells"
"4267",1069,"none","real cells"
"4268",100,"none","real cells"
"4269",975,"none","real cells"
"4270",5,"none","real cells"
"4271",151,"none","real cells"
"4272",54,"none","real cells"
"4273",19,"none","real cells"
"4274",700,"none","real cells"
"4275",39,"none","real cells"
"4276",96,"none","real cells"
"4277",142,"none","real cells"
"4278",23,"none","real cells"
"4279",61,"none","real cells"
"4280",67,"none","real cells"
"4281",49,"none","real cells"
"4282",41,"none","real cells"
"4283",42,"none","real cells"
"4284",46,"none","real cells"
"4285",17,"none","real cells"
"4286",578,"none","real cells"
"4287",721,"none","real cells"
"4288",932,"none","real cells"
"4289",29,"none","real cells"
"4290",1034,"none","real cells"
"4291",68,"none","real cells"
"4292",577,"none","real cells"
"4293",54,"none","real cells"
"4294",1094,"none","real cells"
"4295",1290,"none","real cells"
"4296",1281,"none","real cells"
"4297",919,"none","real cells"
"4298",895,"none","real cells"
"4299",40,"none","real cells"
"4300",604,"none","real cells"
"4301",142,"none","real cells"
"4302",109,"none","real cells"
"4303",70,"none","real cells"
"4304",1037,"none","real cells"
"4305",947,"none","real cells"
"4306",812,"none","real cells"
"4307",45,"none","real cells"
"4308",99,"none","real cells"
"4309",909,"none","real cells"
"4310",96,"none","real cells"
"4311",44,"none","real cells"
"4312",67,"none","real cells"
"4313",1237,"none","real cells"
"4314",511,"none","real cells"
"4315",125,"none","real cells"
"4316",56,"none","real cells"
"4317",118,"none","real cells"
"4318",62,"none","real cells"
"4319",101,"none","real cells"
"4320",504,"none","real cells"
"4321",1538,"none","real cells"
"4322",999,"none","real cells"
"4323",9,"none","real cells"
"4324",700,"none","real cells"
"4325",1252,"none","real cells"
"4326",1281,"none","real cells"
"4327",855,"none","real cells"
"4328",129,"none","real cells"
"4329",985,"none","real cells"
"4330",1045,"none","real cells"
"4331",705,"none","real cells"
"4332",18,"none","real cells"
"4333",1096,"none","real cells"
"4334",58,"none","real cells"
"4335",1137,"none","real cells"
"4336",1226,"none","real cells"
"4337",1046,"none","real cells"
"4338",778,"none","real cells"
"4339",891,"none","real cells"
"4340",333,"none","real cells"
"4341",1402,"none","real cells"
"4342",945,"none","real cells"
"4343",102,"none","real cells"
"4344",873,"none","real cells"
"4345",91,"none","real cells"
"4346",76,"none","real cells"
"4347",20,"none","real cells"
"4348",973,"none","real cells"
"4349",48,"none","real cells"
"4350",1081,"none","real cells"
"4351",1431,"none","real cells"
"4352",56,"none","real cells"
"4353",0,"none","real cells"
"4354",700,"none","real cells"
"4355",696,"none","real cells"
"4356",1376,"none","real cells"
"4357",1076,"none","real cells"
"4358",8,"none","real cells"
"4359",304,"none","real cells"
"4360",15,"none","real cells"
"4361",1208,"none","real cells"
"4362",33,"none","real cells"
"4363",9,"none","real cells"
"4364",110,"none","real cells"
"4365",104,"none","real cells"
"4366",56,"none","real cells"
"4367",550,"none","real cells"
"4368",1368,"none","real cells"
"4369",965,"none","real cells"
"4370",67,"none","real cells"
"4371",1084,"none","real cells"
"4372",961,"none","real cells"
"4373",906,"none","real cells"
"4374",4,"none","real cells"
"4375",817,"none","real cells"
"4376",29,"none","real cells"
"4377",860,"none","real cells"
"4378",88,"none","real cells"
"4379",26,"none","real cells"
"4380",1021,"none","real cells"
"4381",709,"none","real cells"
"4382",440,"none","real cells"
"4383",717,"none","real cells"
"4384",615,"none","real cells"
"4385",55,"none","real cells"
"4386",955,"none","real cells"
"4387",22,"none","real cells"
"4388",63,"none","real cells"
"4389",105,"none","real cells"
"4390",685,"none","real cells"
"4391",120,"none","real cells"
"4392",0,"none","real cells"
"4393",1123,"none","real cells"
"4394",322,"none","real cells"
"4395",81,"none","real cells"
"4396",1320,"none","real cells"
"4397",65,"none","real cells"
"4398",23,"none","real cells"
"4399",0,"none","real cells"
"4400",32,"none","real cells"
"4401",74,"none","real cells"
"4402",741,"none","real cells"
"4403",86,"none","real cells"
"4404",49,"none","real cells"
"4405",58,"none","real cells"
"4406",138,"none","real cells"
"4407",67,"none","real cells"
"4408",23,"none","real cells"
"4409",875,"none","real cells"
"4410",180,"none","real cells"
"4411",53,"none","real cells"
"4412",24,"none","real cells"
"4413",974,"none","real cells"
"4414",1101,"none","real cells"
"4415",1197,"none","real cells"
"4416",771,"none","real cells"
"4417",77,"none","real cells"
"4418",52,"none","real cells"
"4419",1144,"none","real cells"
"4420",1261,"none","real cells"
"4421",35,"none","real cells"
"4422",1097,"none","real cells"
"4423",41,"none","real cells"
"4424",890,"none","real cells"
"4425",93,"none","real cells"
"4426",1000,"none","real cells"
"4427",129,"none","real cells"
"4428",66,"none","real cells"
"4429",55,"none","real cells"
"4430",73,"none","real cells"
"4431",89,"none","real cells"
"4432",25,"none","real cells"
"4433",888,"none","real cells"
"4434",48,"none","real cells"
"4435",986,"none","real cells"
"4436",60,"none","real cells"
"4437",141,"none","real cells"
"4438",91,"none","real cells"
"4439",1158,"none","real cells"
"4440",857,"none","real cells"
"4441",686,"none","real cells"
"4442",78,"none","real cells"
"4443",970,"none","real cells"
"4444",96,"none","real cells"
"4445",85,"none","real cells"
"4446",1066,"none","real cells"
"4447",1172,"none","real cells"
"4448",1318,"none","real cells"
"4449",1082,"none","real cells"
"4450",85,"none","real cells"
"4451",96,"none","real cells"
"4452",78,"none","real cells"
"4453",77,"none","real cells"
"4454",1232,"none","real cells"
"4455",660,"none","real cells"
"4456",975,"none","real cells"
"4457",77,"none","real cells"
"4458",28,"none","real cells"
"4459",980,"none","real cells"
"4460",143,"none","real cells"
"4461",0,"none","real cells"
"4462",29,"none","real cells"
"4463",1095,"none","real cells"
"4464",47,"none","real cells"
"4465",22,"none","real cells"
"4466",76,"none","real cells"
"4467",28,"none","real cells"
"4468",1323,"none","real cells"
"4469",1169,"none","real cells"
"4470",71,"none","real cells"
"4471",50,"none","real cells"
"4472",1173,"none","real cells"
"4473",845,"none","real cells"
"4474",117,"none","real cells"
"4475",63,"none","real cells"
"4476",47,"none","real cells"
"4477",527,"none","real cells"
"4478",17,"none","real cells"
"4479",63,"none","real cells"
"4480",11,"none","real cells"
"4481",810,"none","real cells"
"4482",873,"none","real cells"
"4483",941,"none","real cells"
"4484",130,"none","real cells"
"4485",1233,"none","real cells"
"4486",107,"none","real cells"
"4487",819,"none","real cells"
"4488",41,"none","real cells"
"4489",111,"none","real cells"
"4490",68,"none","real cells"
"4491",0,"none","real cells"
"4492",39,"none","real cells"
"4493",95,"none","real cells"
"4494",818,"none","real cells"
"4495",93,"none","real cells"
"4496",1058,"none","real cells"
"4497",1024,"none","real cells"
"4498",41,"none","real cells"
"4499",791,"none","real cells"
"4500",28,"none","real cells"
"4501",450,"none","real cells"
"4502",1348,"none","real cells"
"4503",1049,"none","real cells"
"4504",509,"none","real cells"
"4505",1003,"none","real cells"
"4506",71,"none","real cells"
"4507",26,"none","real cells"
"4508",950,"none","real cells"
"4509",662,"none","real cells"
"4510",109,"none","real cells"
"4511",39,"none","real cells"
"4512",35,"none","real cells"
"4513",95,"none","real cells"
"4514",978,"none","real cells"
"4515",1364,"none","real cells"
"4516",827,"none","real cells"
"4517",34,"none","real cells"
"4518",72,"none","real cells"
"4519",47,"none","real cells"
"4520",67,"none","real cells"
"4521",48,"none","real cells"
"4522",36,"none","real cells"
"4523",400,"none","real cells"
"4524",85,"none","real cells"
"4525",57,"none","real cells"
"4526",55,"none","real cells"
"4527",719,"none","real cells"
"4528",1051,"none","real cells"
"4529",685,"none","real cells"
"4530",838,"none","real cells"
"4531",990,"none","real cells"
"4532",1007,"none","real cells"
"4533",561,"none","real cells"
"4534",1356,"none","real cells"
"4535",1145,"none","real cells"
"4536",901,"none","real cells"
"4537",42,"none","real cells"
"4538",876,"none","real cells"
"4539",46,"none","real cells"
"4540",52,"none","real cells"
"4541",36,"none","real cells"
"4542",952,"none","real cells"
"4543",50,"none","real cells"
"4544",681,"none","real cells"
"4545",45,"none","real cells"
"4546",978,"none","real cells"
"4547",108,"none","real cells"
"4548",14,"none","real cells"
"4549",1037,"none","real cells"
"4550",46,"none","real cells"
"4551",0,"none","real cells"
"4552",1131,"none","real cells"
"4553",1063,"none","real cells"
"4554",1196,"none","real cells"
"4555",5,"none","real cells"
"4556",18,"none","real cells"
"4557",243,"none","real cells"
"4558",56,"none","real cells"
"4559",521,"none","real cells"
"4560",2,"none","real cells"
"4561",13,"none","real cells"
"4562",55,"none","real cells"
"4563",64,"none","real cells"
"4564",85,"none","real cells"
"4565",42,"none","real cells"
"4566",965,"none","real cells"
"4567",700,"none","real cells"
"4568",1188,"none","real cells"
"4569",74,"none","real cells"
"4570",1067,"none","real cells"
"4571",106,"none","real cells"
"4572",39,"none","real cells"
"4573",83,"none","real cells"
"4574",971,"none","real cells"
"4575",968,"none","real cells"
"4576",41,"none","real cells"
"4577",82,"none","real cells"
"4578",1605,"none","real cells"
"4579",540,"none","real cells"
"4580",1064,"none","real cells"
"4581",881,"none","real cells"
"4582",774,"none","real cells"
"4583",101,"none","real cells"
"4584",772,"none","real cells"
"4585",911,"none","real cells"
"4586",101,"none","real cells"
"4587",54,"none","real cells"
"4588",768,"none","real cells"
"4589",928,"none","real cells"
"4590",13,"none","real cells"
"4591",920,"none","real cells"
"4592",78,"none","real cells"
"4593",734,"none","real cells"
"4594",57,"none","real cells"
"4595",723,"none","real cells"
"4596",1081,"none","real cells"
"4597",41,"none","real cells"
"4598",771,"none","real cells"
"4599",672,"none","real cells"
"4600",669,"none","real cells"
"4601",1066,"none","real cells"
"4602",1107,"none","real cells"
"4603",65,"none","real cells"
"4604",824,"none","real cells"
"4605",47,"none","real cells"
"4606",1465,"none","real cells"
"4607",761,"none","real cells"
"4608",688,"none","real cells"
"4609",57,"none","real cells"
"4610",972,"none","real cells"
"4611",70,"none","real cells"
"4612",644,"none","real cells"
"4613",902,"none","real cells"
"4614",0,"none","real cells"
"4615",1452,"none","real cells"
"4616",928,"none","real cells"
"4617",32,"none","real cells"
"4618",15,"none","real cells"
"4619",38,"none","real cells"
"4620",1332,"none","real cells"
"4621",79,"none","real cells"
"4622",568,"none","real cells"
"4623",68,"none","real cells"
"4624",712,"none","real cells"
"4625",1140,"none","real cells"
"4626",78,"none","real cells"
"4627",58,"none","real cells"
"4628",991,"none","real cells"
"4629",814,"none","real cells"
"4630",738,"none","real cells"
"4631",3,"none","real cells"
"4632",956,"none","real cells"
"4633",45,"none","real cells"
"4634",722,"none","real cells"
"4635",2,"none","real cells"
"4636",65,"none","real cells"
"4637",1082,"none","real cells"
"4638",68,"none","real cells"
"4639",58,"none","real cells"
"4640",89,"none","real cells"
"4641",1282,"none","real cells"
"4642",1731,"none","real cells"
"4643",985,"none","real cells"
"4644",763,"none","real cells"
"4645",56,"none","real cells"
"4646",59,"none","real cells"
"4647",922,"none","real cells"
"4648",1075,"none","real cells"
"4649",766,"none","real cells"
"4650",542,"none","real cells"
"4651",32,"none","real cells"
"4652",44,"none","real cells"
"4653",48,"none","real cells"
"4654",484,"none","real cells"
"4655",72,"none","real cells"
"4656",2,"none","real cells"
"4657",657,"none","real cells"
"4658",963,"none","real cells"
"4659",1054,"none","real cells"
"4660",950,"none","real cells"
"4661",794,"none","real cells"
"4662",91,"none","real cells"
"4663",123,"none","real cells"
"4664",779,"none","real cells"
"4665",52,"none","real cells"
"4666",76,"none","real cells"
"4667",8,"none","real cells"
"4668",926,"none","real cells"
"4669",1512,"none","real cells"
"4670",61,"none","real cells"
"4671",17,"none","real cells"
"4672",1110,"none","real cells"
"4673",714,"none","real cells"
"4674",30,"none","real cells"
"4675",1052,"none","real cells"
"4676",47,"none","real cells"
"4677",919,"none","real cells"
"4678",99,"none","real cells"
"4679",51,"none","real cells"
"4680",28,"none","real cells"
"4681",1578,"none","real cells"
"4682",106,"none","real cells"
"4683",1183,"none","real cells"
"4684",20,"none","real cells"
"4685",109,"none","real cells"
"4686",47,"none","real cells"
"4687",676,"none","real cells"
"4688",0,"none","real cells"
"4689",84,"none","real cells"
"4690",24,"none","real cells"
"4691",989,"none","real cells"
"4692",6,"none","real cells"
"4693",853,"none","real cells"
"4694",29,"none","real cells"
"4695",28,"none","real cells"
"4696",1029,"none","real cells"
"4697",1186,"none","real cells"
"4698",742,"none","real cells"
"4699",47,"none","real cells"
"4700",773,"none","real cells"
"4701",63,"none","real cells"
"4702",779,"none","real cells"
"4703",84,"none","real cells"
"4704",92,"none","real cells"
"4705",990,"none","real cells"
"4706",29,"none","real cells"
"4707",63,"none","real cells"
"4708",14,"none","real cells"
"4709",94,"none","real cells"
"4710",1039,"none","real cells"
"4711",6,"none","real cells"
"4712",1112,"none","real cells"
"4713",1203,"none","real cells"
"4714",1515,"none","real cells"
"4715",973,"none","real cells"
"4716",967,"none","real cells"
"4717",870,"none","real cells"
"4718",28,"none","real cells"
"4719",906,"none","real cells"
"4720",72,"none","real cells"
"4721",1064,"none","real cells"
"4722",45,"none","real cells"
"4723",1215,"none","real cells"
"4724",1399,"none","real cells"
"4725",1056,"none","real cells"
"4726",35,"none","real cells"
"4727",1584,"none","real cells"
"4728",79,"none","real cells"
"4729",61,"none","real cells"
"4730",130,"none","real cells"
"4731",51,"none","real cells"
"4732",718,"none","real cells"
"4733",60,"none","real cells"
"4734",54,"none","real cells"
"4735",62,"none","real cells"
"4736",854,"none","real cells"
"4737",794,"none","real cells"
"4738",69,"none","real cells"
"4739",1416,"none","real cells"
"4740",1412,"none","real cells"
"4741",38,"none","real cells"
"4742",60,"none","real cells"
"4743",1563,"none","real cells"
"4744",896,"none","real cells"
"4745",842,"none","real cells"
"4746",508,"none","real cells"
"4747",14,"none","real cells"
"4748",976,"none","real cells"
"4749",1019,"none","real cells"
"4750",86,"none","real cells"
"4751",990,"none","real cells"
"4752",93,"none","real cells"
"4753",827,"none","real cells"
"4754",1293,"none","real cells"
"4755",31,"none","real cells"
"4756",69,"none","real cells"
"4757",1239,"none","real cells"
"4758",30,"none","real cells"
"4759",34,"none","real cells"
"4760",52,"none","real cells"
"4761",80,"none","real cells"
"4762",113,"none","real cells"
"4763",913,"none","real cells"
"4764",1139,"none","real cells"
"4765",94,"none","real cells"
"4766",986,"none","real cells"
"4767",1114,"none","real cells"
"4768",50,"none","real cells"
"4769",18,"none","real cells"
"4770",35,"none","real cells"
"4771",55,"none","real cells"
"4772",57,"none","real cells"
"4773",995,"none","real cells"
"4774",20,"none","real cells"
"4775",1510,"none","real cells"
"4776",51,"none","real cells"
"4777",75,"none","real cells"
"4778",81,"none","real cells"
"4779",78,"none","real cells"
"4780",78,"none","real cells"
"4781",1345,"none","real cells"
"4782",790,"none","real cells"
"4783",92,"none","real cells"
"4784",94,"none","real cells"
"4785",1884,"none","real cells"
"4786",80,"none","real cells"
"4787",883,"none","real cells"
"4788",0,"none","real cells"
"4789",877,"none","real cells"
"4790",1177,"none","real cells"
"4791",866,"none","real cells"
"4792",130,"none","real cells"
"4793",1124,"none","real cells"
"4794",25,"none","real cells"
"4795",42,"none","real cells"
"4796",70,"none","real cells"
"4797",54,"none","real cells"
"4798",55,"none","real cells"
"4799",897,"none","real cells"
"4800",27,"none","real cells"
"4801",1418,"none","real cells"
"4802",920,"none","real cells"
"4803",46,"none","real cells"
"4804",33,"none","real cells"
"4805",1102,"none","real cells"
"4806",74,"none","real cells"
"4807",26,"none","real cells"
"4808",838,"none","real cells"
"4809",31,"none","real cells"
"4810",37,"none","real cells"
"4811",1265,"none","real cells"
"4812",30,"none","real cells"
"4813",24,"none","real cells"
"4814",117,"none","real cells"
"4815",1532,"none","real cells"
"4816",651,"none","real cells"
"4817",721,"none","real cells"
"4818",1108,"none","real cells"
"4819",60,"none","real cells"
"4820",1042,"none","real cells"
"4821",948,"none","real cells"
"4822",1344,"none","real cells"
"4823",45,"none","real cells"
"4824",1180,"none","real cells"
"4825",1296,"none","real cells"
"4826",909,"none","real cells"
"4827",1014,"none","real cells"
"4828",317,"none","real cells"
"4829",992,"none","real cells"
"4830",745,"none","real cells"
"4831",42,"none","real cells"
"4832",1079,"none","real cells"
"4833",59,"none","real cells"
"4834",19,"none","real cells"
"4835",55,"none","real cells"
"4836",886,"none","real cells"
"4837",667,"none","real cells"
"4838",516,"none","real cells"
"4839",93,"none","real cells"
"4840",57,"none","real cells"
"4841",38,"none","real cells"
"4842",45,"none","real cells"
"4843",733,"none","real cells"
"4844",33,"none","real cells"
"4845",98,"none","real cells"
"4846",72,"none","real cells"
"4847",80,"none","real cells"
"4848",83,"none","real cells"
"4849",1810,"none","real cells"
"4850",1169,"none","real cells"
"4851",73,"none","real cells"
"4852",1028,"none","real cells"
"4853",1380,"none","real cells"
"4854",910,"none","real cells"
"4855",1413,"none","real cells"
"4856",789,"none","real cells"
"4857",1309,"none","real cells"
"4858",931,"none","real cells"
"4859",1307,"none","real cells"
"4860",1124,"none","real cells"
"4861",67,"none","real cells"
"4862",107,"none","real cells"
"4863",999,"none","real cells"
"4864",108,"none","real cells"
"4865",60,"none","real cells"
"4866",24,"none","real cells"
"4867",53,"none","real cells"
"4868",30,"none","real cells"
"4869",1207,"none","real cells"
"4870",49,"none","real cells"
"4871",61,"none","real cells"
"4872",2001,"none","real cells"
"4873",32,"none","real cells"
"4874",81,"none","real cells"
"4875",735,"none","real cells"
"4876",915,"none","real cells"
"4877",100,"none","real cells"
"4878",90,"none","real cells"
"4879",1343,"none","real cells"
"4880",1365,"none","real cells"
"4881",755,"none","real cells"
"4882",1046,"none","real cells"
"4883",57,"none","real cells"
"4884",1152,"none","real cells"
"4885",62,"none","real cells"
"4886",87,"none","real cells"
"4887",1403,"none","real cells"
"4888",3,"none","real cells"
"4889",38,"none","real cells"
"4890",48,"none","real cells"
"4891",767,"none","real cells"
"4892",40,"none","real cells"
"4893",1080,"none","real cells"
"4894",1474,"none","real cells"
"4895",1291,"none","real cells"
"4896",1283,"none","real cells"
"4897",1019,"none","real cells"
"4898",21,"none","real cells"
"4899",62,"none","real cells"
"4900",34,"none","real cells"
"4901",895,"none","real cells"
"4902",57,"none","real cells"
"4903",756,"none","real cells"
"4904",750,"none","real cells"
"4905",155,"none","real cells"
"4906",11,"none","real cells"
"4907",1578,"none","real cells"
"4908",151,"none","real cells"
"4909",1438,"none","real cells"
"4910",865,"none","real cells"
"4911",42,"none","real cells"
"4912",6,"none","real cells"
"4913",1107,"none","real cells"
"4914",1034,"none","real cells"
"4915",54,"none","real cells"
"4916",50,"none","real cells"
"4917",566,"none","real cells"
"4918",1165,"none","real cells"
"4919",37,"none","real cells"
"4920",796,"none","real cells"
"4921",38,"none","real cells"
"4922",71,"none","real cells"
"4923",43,"none","real cells"
"4924",66,"none","real cells"
"4925",995,"none","real cells"
"4926",132,"none","real cells"
"4927",570,"none","real cells"
"4928",96,"none","real cells"
"4929",988,"none","real cells"
"4930",921,"none","real cells"
"4931",967,"none","real cells"
"4932",1019,"none","real cells"
"4933",1354,"none","real cells"
"4934",7,"none","real cells"
"4935",1424,"none","real cells"
"4936",70,"none","real cells"
"4937",26,"none","real cells"
"4938",1087,"none","real cells"
"4939",76,"none","real cells"
"4940",46,"none","real cells"
"4941",109,"none","real cells"
"4942",1168,"none","real cells"
"4943",45,"none","real cells"
"4944",577,"none","real cells"
"4945",59,"none","real cells"
"4946",29,"none","real cells"
"4947",1511,"none","real cells"
"4948",48,"none","real cells"
"4949",1199,"none","real cells"
"4950",840,"none","real cells"
"4951",957,"none","real cells"
"4952",58,"none","real cells"
"4953",598,"none","real cells"
"4954",957,"none","real cells"
"4955",40,"none","real cells"
"4956",1103,"none","real cells"
"4957",46,"none","real cells"
"4958",48,"none","real cells"
"4959",792,"none","real cells"
"4960",815,"none","real cells"
"4961",892,"none","real cells"
"4962",62,"none","real cells"
"4963",84,"none","real cells"
"4964",686,"none","real cells"
"4965",65,"none","real cells"
"4966",56,"none","real cells"
"4967",900,"none","real cells"
"4968",854,"none","real cells"
"4969",57,"none","real cells"
"4970",71,"none","real cells"
"4971",77,"none","real cells"
"4972",98,"none","real cells"
"4973",1303,"none","real cells"
"4974",62,"none","real cells"
"4975",107,"none","real cells"
"4976",548,"none","real cells"
"4977",98,"none","real cells"
"4978",109,"none","real cells"
