"","Yb173Di","barcode","type"
"2031",739,"none","real cells"
"2032",81,"none","real cells"
"2033",1106,"none","real cells"
"2034",50,"none","real cells"
"2035",737,"none","real cells"
"2036",56,"none","real cells"
"2037",863,"none","real cells"
"2038",797,"none","real cells"
"2039",25,"none","real cells"
"2040",53,"none","real cells"
"2041",859,"none","real cells"
"2042",0,"none","real cells"
"2043",1008,"none","real cells"
"2044",44,"none","real cells"
"2045",74,"none","real cells"
"2046",128,"none","real cells"
"2047",34,"none","real cells"
"2048",624,"none","real cells"
"2049",63,"none","real cells"
"2050",15,"none","real cells"
"2051",58,"none","real cells"
"2052",1269,"none","real cells"
"2053",74,"none","real cells"
"2054",842,"none","real cells"
"2055",99,"none","real cells"
"2056",1,"none","real cells"
"2057",474,"none","real cells"
"2058",89,"none","real cells"
"2059",1306,"none","real cells"
"2060",1141,"none","real cells"
"2061",1211,"none","real cells"
"2062",1068,"none","real cells"
"2063",743,"none","real cells"
"2064",65,"none","real cells"
"2065",68,"none","real cells"
"2066",737,"none","real cells"
"2067",913,"none","real cells"
"2068",989,"none","real cells"
"2069",610,"none","real cells"
"2070",77,"none","real cells"
"2071",1108,"none","real cells"
"2072",1277,"none","real cells"
"2073",135,"none","real cells"
"2074",62,"none","real cells"
"2075",27,"none","real cells"
"2076",1222,"none","real cells"
"2077",718,"none","real cells"
"2078",86,"none","real cells"
"2079",37,"none","real cells"
"2080",767,"none","real cells"
"2081",55,"none","real cells"
"2082",75,"none","real cells"
"2083",1033,"none","real cells"
"2084",67,"none","real cells"
"2085",58,"none","real cells"
"2086",97,"none","real cells"
"2087",696,"none","real cells"
"2088",936,"none","real cells"
"2089",92,"none","real cells"
"2090",1000,"none","real cells"
"2091",66,"none","real cells"
"2092",683,"none","real cells"
"2093",34,"none","real cells"
"2094",66,"none","real cells"
"2095",42,"none","real cells"
"2096",59,"none","real cells"
"2097",157,"none","real cells"
"2098",303,"none","real cells"
"2099",756,"none","real cells"
"2100",1009,"none","real cells"
"2101",862,"none","real cells"
"2102",1043,"none","real cells"
"2103",31,"none","real cells"
"2104",1003,"none","real cells"
"2105",1122,"none","real cells"
"2106",1,"none","real cells"
"2107",1129,"none","real cells"
"2108",104,"none","real cells"
"2109",1178,"none","real cells"
"2110",650,"none","real cells"
"2111",1908,"none","real cells"
"2112",49,"none","real cells"
"2113",69,"none","real cells"
"2114",6,"none","real cells"
"2115",971,"none","real cells"
"2116",1283,"none","real cells"
"2117",1,"none","real cells"
"2118",75,"none","real cells"
"2119",652,"none","real cells"
"2120",968,"none","real cells"
"2121",1149,"none","real cells"
"2122",997,"none","real cells"
"2123",1081,"none","real cells"
"2124",698,"none","real cells"
"2125",104,"none","real cells"
"2126",666,"none","real cells"
"2127",724,"none","real cells"
"2128",53,"none","real cells"
"2129",47,"none","real cells"
"2130",894,"none","real cells"
"2131",790,"none","real cells"
"2132",1233,"none","real cells"
"2133",1181,"none","real cells"
"2134",1943,"none","real cells"
"2135",39,"none","real cells"
"2136",922,"none","real cells"
"2137",17,"none","real cells"
"2138",1093,"none","real cells"
"2139",65,"none","real cells"
"2140",738,"none","real cells"
"2141",980,"none","real cells"
"2142",1102,"none","real cells"
"2143",110,"none","real cells"
"2144",20,"none","real cells"
"2145",1469,"none","real cells"
"2146",1349,"none","real cells"
"2147",981,"none","real cells"
"2148",57,"none","real cells"
"2149",51,"none","real cells"
"2150",970,"none","real cells"
"2151",545,"none","real cells"
"2152",1529,"none","real cells"
"2153",73,"none","real cells"
"2154",767,"none","real cells"
"2155",70,"none","real cells"
"2156",570,"none","real cells"
"2157",36,"none","real cells"
"2158",22,"none","real cells"
"2159",765,"none","real cells"
"2160",37,"none","real cells"
"2161",53,"none","real cells"
"2162",1195,"none","real cells"
"2163",45,"none","real cells"
"2164",964,"none","real cells"
"2165",116,"none","real cells"
"2166",65,"none","real cells"
"2167",1056,"none","real cells"
"2168",694,"none","real cells"
"2169",39,"none","real cells"
"2170",1341,"none","real cells"
"2171",85,"none","real cells"
"2172",47,"none","real cells"
"2173",1163,"none","real cells"
"2174",957,"none","real cells"
"2175",78,"none","real cells"
"2176",980,"none","real cells"
"2177",65,"none","real cells"
"2178",1035,"none","real cells"
"2179",1038,"none","real cells"
"2180",43,"none","real cells"
"2181",44,"none","real cells"
"2182",980,"none","real cells"
"2183",615,"none","real cells"
"2184",1312,"none","real cells"
"2185",572,"none","real cells"
"2186",97,"none","real cells"
"2187",944,"none","real cells"
"2188",102,"none","real cells"
"2189",663,"none","real cells"
"2190",844,"none","real cells"
"2191",41,"none","real cells"
"2192",66,"none","real cells"
"2193",32,"none","real cells"
"2194",733,"none","real cells"
"2195",54,"none","real cells"
"2196",79,"none","real cells"
"2197",129,"none","real cells"
"2198",740,"none","real cells"
"2199",894,"none","real cells"
"2200",71,"none","real cells"
"2201",78,"none","real cells"
"2202",869,"none","real cells"
"2203",58,"none","real cells"
"2204",29,"none","real cells"
"2205",44,"none","real cells"
"2206",1044,"none","real cells"
"2207",888,"none","real cells"
"2208",16,"none","real cells"
"2209",50,"none","real cells"
"2210",783,"none","real cells"
"2211",830,"none","real cells"
"2212",721,"none","real cells"
"2213",38,"none","real cells"
"2214",4,"none","real cells"
"2215",16,"none","real cells"
"2216",977,"none","real cells"
"2217",78,"none","real cells"
"2218",74,"none","real cells"
"2219",13,"none","real cells"
"2220",601,"none","real cells"
"2221",702,"none","real cells"
"2222",79,"none","real cells"
"2223",17,"none","real cells"
"2224",698,"none","real cells"
"2225",1002,"none","real cells"
"2226",22,"none","real cells"
"2227",37,"none","real cells"
"2228",47,"none","real cells"
"2229",114,"none","real cells"
"2230",901,"none","real cells"
"2231",182,"none","real cells"
"2232",108,"none","real cells"
"2233",75,"none","real cells"
"2234",78,"none","real cells"
"2235",3,"none","real cells"
"2236",1194,"none","real cells"
"2237",616,"none","real cells"
"2238",115,"none","real cells"
"2239",632,"none","real cells"
"2240",54,"none","real cells"
"2241",132,"none","real cells"
"2242",128,"none","real cells"
"2243",774,"none","real cells"
"2244",99,"none","real cells"
"2245",1528,"none","real cells"
"2246",17,"none","real cells"
"2247",665,"none","real cells"
"2248",867,"none","real cells"
"2249",1321,"none","real cells"
"2250",1386,"none","real cells"
"2251",691,"none","real cells"
"2252",183,"none","real cells"
"2253",1269,"none","real cells"
"2254",1014,"none","real cells"
"2255",12,"none","real cells"
"2256",24,"none","real cells"
"2257",177,"none","real cells"
"2258",91,"none","real cells"
"2259",79,"none","real cells"
"2260",69,"none","real cells"
"2261",685,"none","real cells"
"2262",41,"none","real cells"
"2263",50,"none","real cells"
"2264",987,"none","real cells"
"2265",65,"none","real cells"
"2266",58,"none","real cells"
"2267",38,"none","real cells"
"2268",1242,"none","real cells"
"2269",12,"none","real cells"
"2270",34,"none","real cells"
"2271",59,"none","real cells"
"2272",1414,"none","real cells"
"2273",26,"none","real cells"
"2274",709,"none","real cells"
"2275",74,"none","real cells"
"2276",163,"none","real cells"
"2277",105,"none","real cells"
"2278",1195,"none","real cells"
"2279",43,"none","real cells"
"2280",70,"none","real cells"
"2281",1118,"none","real cells"
"2282",49,"none","real cells"
"2283",55,"none","real cells"
"2284",74,"none","real cells"
"2285",738,"none","real cells"
"2286",25,"none","real cells"
"2287",42,"none","real cells"
"2288",490,"none","real cells"
"2289",712,"none","real cells"
"2290",738,"none","real cells"
"2291",1806,"none","real cells"
"2292",1085,"none","real cells"
"2293",1032,"none","real cells"
"2294",1726,"none","real cells"
"2295",53,"none","real cells"
"2296",1267,"none","real cells"
"2297",59,"none","real cells"
"2298",138,"none","real cells"
"2299",202,"none","real cells"
"2300",1270,"none","real cells"
"2301",1003,"none","real cells"
"2302",1975,"none","real cells"
"2303",780,"none","real cells"
"2304",449,"none","real cells"
"2305",35,"none","real cells"
"2306",1230,"none","real cells"
"2307",65,"none","real cells"
"2308",32,"none","real cells"
"2309",1263,"none","real cells"
"2310",100,"none","real cells"
"2311",66,"none","real cells"
"2312",109,"none","real cells"
"2313",96,"none","real cells"
"2314",49,"none","real cells"
"2315",82,"none","real cells"
"2316",603,"none","real cells"
"2317",925,"none","real cells"
"2318",113,"none","real cells"
"2319",1190,"none","real cells"
"2320",1103,"none","real cells"
"2321",27,"none","real cells"
"2322",87,"none","real cells"
"2323",101,"none","real cells"
"2324",37,"none","real cells"
"2325",54,"none","real cells"
"2326",103,"none","real cells"
"2327",42,"none","real cells"
"2328",1685,"none","real cells"
"2329",1018,"none","real cells"
"2330",1268,"none","real cells"
"2331",1034,"none","real cells"
"2332",14,"none","real cells"
"2333",1103,"none","real cells"
"2334",28,"none","real cells"
"2335",1150,"none","real cells"
"2336",65,"none","real cells"
"2337",98,"none","real cells"
"2338",107,"none","real cells"
"2339",1375,"none","real cells"
"2340",1122,"none","real cells"
"2341",983,"none","real cells"
"2342",821,"none","real cells"
"2343",1475,"none","real cells"
"2344",1512,"none","real cells"
"2345",894,"none","real cells"
"2346",76,"none","real cells"
"2347",64,"none","real cells"
"2348",89,"none","real cells"
"2349",923,"none","real cells"
"2350",228,"none","real cells"
"2351",51,"none","real cells"
"2352",73,"none","real cells"
"2353",107,"none","real cells"
"2354",14,"none","real cells"
"2355",101,"none","real cells"
"2356",1711,"none","real cells"
"2357",42,"none","real cells"
"2358",64,"none","real cells"
"2359",1158,"none","real cells"
"2360",43,"none","real cells"
"2361",1205,"none","real cells"
"2362",744,"none","real cells"
"2363",93,"none","real cells"
"2364",750,"none","real cells"
"2365",831,"none","real cells"
"2366",1224,"none","real cells"
"2367",113,"none","real cells"
"2368",1564,"none","real cells"
"2369",849,"none","real cells"
"2370",917,"none","real cells"
"2371",1081,"none","real cells"
"2372",88,"none","real cells"
"2373",914,"none","real cells"
"2374",26,"none","real cells"
"2375",703,"none","real cells"
"2376",47,"none","real cells"
"2377",72,"none","real cells"
"2378",66,"none","real cells"
"2379",76,"none","real cells"
"2380",482,"none","real cells"
"2381",139,"none","real cells"
"2382",945,"none","real cells"
"2383",23,"none","real cells"
"2384",51,"none","real cells"
"2385",1052,"none","real cells"
"2386",27,"none","real cells"
"2387",49,"none","real cells"
"2388",99,"none","real cells"
"2389",974,"none","real cells"
"2390",1159,"none","real cells"
"2391",98,"none","real cells"
"2392",1057,"none","real cells"
"2393",68,"none","real cells"
"2394",111,"none","real cells"
"2395",39,"none","real cells"
"2396",1015,"none","real cells"
"2397",111,"none","real cells"
"2398",984,"none","real cells"
"2399",747,"none","real cells"
"2400",786,"none","real cells"
"2401",876,"none","real cells"
"2402",0,"none","real cells"
"2403",100,"none","real cells"
"2404",60,"none","real cells"
"2405",25,"none","real cells"
"2406",75,"none","real cells"
"2407",874,"none","real cells"
"2408",1212,"none","real cells"
"2409",3,"none","real cells"
"2410",93,"none","real cells"
"2411",60,"none","real cells"
"2412",789,"none","real cells"
"2413",13,"none","real cells"
"2414",685,"none","real cells"
"2415",768,"none","real cells"
"2416",1091,"none","real cells"
"2417",1608,"none","real cells"
"2418",1195,"none","real cells"
"2419",1521,"none","real cells"
"2420",26,"none","real cells"
"2421",1343,"none","real cells"
"2422",128,"none","real cells"
"2423",590,"none","real cells"
"2424",1153,"none","real cells"
"2425",126,"none","real cells"
"2426",1118,"none","real cells"
"2427",77,"none","real cells"
"2428",1111,"none","real cells"
"2429",1510,"none","real cells"
"2430",89,"none","real cells"
"2431",1569,"none","real cells"
"2432",547,"none","real cells"
"2433",1053,"none","real cells"
"2434",836,"none","real cells"
"2435",878,"none","real cells"
"2436",136,"none","real cells"
"2437",41,"none","real cells"
"2438",938,"none","real cells"
"2439",66,"none","real cells"
"2440",104,"none","real cells"
"2441",834,"none","real cells"
"2442",1102,"none","real cells"
"2443",491,"none","real cells"
"2444",21,"none","real cells"
"2445",922,"none","real cells"
"2446",1045,"none","real cells"
"2447",8,"none","real cells"
"2448",1358,"none","real cells"
"2449",3,"none","real cells"
"2450",121,"none","real cells"
"2451",820,"none","real cells"
"2452",86,"none","real cells"
"2453",92,"none","real cells"
"2454",576,"none","real cells"
"2455",647,"none","real cells"
"2456",1321,"none","real cells"
"2457",1569,"none","real cells"
"2458",1064,"none","real cells"
"2459",83,"none","real cells"
"2460",974,"none","real cells"
"2461",0,"none","real cells"
"2462",1007,"none","real cells"
"2463",44,"none","real cells"
"2464",1437,"none","real cells"
"2465",121,"none","real cells"
"2466",60,"none","real cells"
"2467",915,"none","real cells"
"2468",59,"none","real cells"
"2469",27,"none","real cells"
"2470",578,"none","real cells"
"2471",79,"none","real cells"
"2472",93,"none","real cells"
"2473",53,"none","real cells"
"2474",1451,"none","real cells"
"2475",867,"none","real cells"
"2476",116,"none","real cells"
"2477",965,"none","real cells"
"2478",1585,"none","real cells"
"2479",1337,"none","real cells"
"2480",1246,"none","real cells"
"2481",130,"none","real cells"
"2482",79,"none","real cells"
"2483",87,"none","real cells"
"2484",148,"none","real cells"
"2485",51,"none","real cells"
"2486",948,"none","real cells"
"2487",92,"none","real cells"
"2488",67,"none","real cells"
"2489",1042,"none","real cells"
"2490",636,"none","real cells"
"2491",1442,"none","real cells"
"2492",81,"none","real cells"
"2493",1504,"none","real cells"
"2494",83,"none","real cells"
"2495",15,"none","real cells"
"2496",128,"none","real cells"
"2497",863,"none","real cells"
"2498",178,"none","real cells"
"2499",89,"none","real cells"
"2500",40,"none","real cells"
"2501",792,"none","real cells"
"2502",1057,"none","real cells"
"2503",119,"none","real cells"
"2504",40,"none","real cells"
"2505",53,"none","real cells"
"2506",111,"none","real cells"
"2507",114,"none","real cells"
"2508",84,"none","real cells"
"2509",7,"none","real cells"
"2510",55,"none","real cells"
"2511",1314,"none","real cells"
"2512",10,"none","real cells"
"2513",945,"none","real cells"
"2514",74,"none","real cells"
"2515",581,"none","real cells"
"2516",1071,"none","real cells"
"2517",26,"none","real cells"
"2518",719,"none","real cells"
"2519",715,"none","real cells"
"2520",1003,"none","real cells"
"2521",61,"none","real cells"
"2522",713,"none","real cells"
"2523",976,"none","real cells"
"2524",1080,"none","real cells"
"2525",1060,"none","real cells"
"2526",75,"none","real cells"
"2527",1231,"none","real cells"
"2528",76,"none","real cells"
"2529",1075,"none","real cells"
"2530",444,"none","real cells"
"2531",1242,"none","real cells"
"2532",137,"none","real cells"
"2533",1143,"none","real cells"
"2534",851,"none","real cells"
"2535",1203,"none","real cells"
"2536",922,"none","real cells"
"2537",87,"none","real cells"
"2538",976,"none","real cells"
"2539",67,"none","real cells"
"2540",744,"none","real cells"
"2541",80,"none","real cells"
"2542",68,"none","real cells"
"2543",725,"none","real cells"
"2544",81,"none","real cells"
"2545",125,"none","real cells"
"2546",49,"none","real cells"
"2547",48,"none","real cells"
"2548",62,"none","real cells"
"2549",101,"none","real cells"
"2550",923,"none","real cells"
"2551",846,"none","real cells"
"2552",910,"none","real cells"
"2553",859,"none","real cells"
"2554",978,"none","real cells"
"2555",54,"none","real cells"
"2556",117,"none","real cells"
"2557",972,"none","real cells"
"2558",955,"none","real cells"
"2559",38,"none","real cells"
"2560",98,"none","real cells"
"2561",98,"none","real cells"
"2562",6,"none","real cells"
"2563",1483,"none","real cells"
"2564",837,"none","real cells"
"2565",799,"none","real cells"
"2566",67,"none","real cells"
"2567",665,"none","real cells"
"2568",64,"none","real cells"
"2569",20,"none","real cells"
"2570",886,"none","real cells"
"2571",59,"none","real cells"
"2572",71,"none","real cells"
"2573",59,"none","real cells"
"2574",88,"none","real cells"
"2575",34,"none","real cells"
"2576",63,"none","real cells"
"2577",56,"none","real cells"
"2578",108,"none","real cells"
"2579",94,"none","real cells"
"2580",991,"none","real cells"
"2581",114,"none","real cells"
"2582",55,"none","real cells"
"2583",75,"none","real cells"
"2584",96,"none","real cells"
"2585",1249,"none","real cells"
"2586",1034,"none","real cells"
"2587",61,"none","real cells"
"2588",671,"none","real cells"
"2589",65,"none","real cells"
"2590",897,"none","real cells"
"2591",1549,"none","real cells"
"2592",21,"none","real cells"
"2593",318,"none","real cells"
"2594",1447,"none","real cells"
"2595",46,"none","real cells"
"2596",810,"none","real cells"
"2597",1108,"none","real cells"
"2598",834,"none","real cells"
"2599",3,"none","real cells"
"2600",60,"none","real cells"
"2601",836,"none","real cells"
"2602",904,"none","real cells"
"2603",1359,"none","real cells"
"2604",468,"none","real cells"
"2605",607,"none","real cells"
"2606",14,"none","real cells"
"2607",776,"none","real cells"
"2608",32,"none","real cells"
"2609",1018,"none","real cells"
"2610",66,"none","real cells"
"2611",935,"none","real cells"
"2612",1344,"none","real cells"
"2613",1024,"none","real cells"
"2614",911,"none","real cells"
"2615",30,"none","real cells"
"2616",66,"none","real cells"
"2617",82,"none","real cells"
"2618",999,"none","real cells"
"2619",936,"none","real cells"
"2620",1645,"none","real cells"
"2621",1018,"none","real cells"
"2622",100,"none","real cells"
"2623",59,"none","real cells"
"2624",910,"none","real cells"
"2625",79,"none","real cells"
"2626",601,"none","real cells"
"2627",8,"none","real cells"
"2628",64,"none","real cells"
"2629",846,"none","real cells"
"2630",537,"none","real cells"
"2631",946,"none","real cells"
"2632",898,"none","real cells"
"2633",93,"none","real cells"
"2634",141,"none","real cells"
"2635",28,"none","real cells"
"2636",105,"none","real cells"
"2637",1010,"none","real cells"
"2638",83,"none","real cells"
"2639",1648,"none","real cells"
"2640",137,"none","real cells"
"2641",1392,"none","real cells"
"2642",64,"none","real cells"
"2643",24,"none","real cells"
"2644",868,"none","real cells"
"2645",702,"none","real cells"
"2646",39,"none","real cells"
"2647",31,"none","real cells"
"2648",1118,"none","real cells"
"2649",843,"none","real cells"
"2650",618,"none","real cells"
"2651",21,"none","real cells"
"2652",702,"none","real cells"
"2653",1373,"none","real cells"
"2654",41,"none","real cells"
"2655",71,"none","real cells"
"2656",1090,"none","real cells"
"2657",1026,"none","real cells"
"2658",697,"none","real cells"
"2659",943,"none","real cells"
"2660",46,"none","real cells"
"2661",71,"none","real cells"
"2662",1062,"none","real cells"
"2663",59,"none","real cells"
"2664",22,"none","real cells"
"2665",695,"none","real cells"
"2666",1352,"none","real cells"
"2667",1036,"none","real cells"
"2668",94,"none","real cells"
"2669",84,"none","real cells"
"2670",94,"none","real cells"
"2671",756,"none","real cells"
"2672",1031,"none","real cells"
"2673",29,"none","real cells"
"2674",836,"none","real cells"
"2675",98,"none","real cells"
"2676",100,"none","real cells"
"2677",86,"none","real cells"
"2678",86,"none","real cells"
"2679",73,"none","real cells"
"2680",1141,"none","real cells"
"2681",26,"none","real cells"
"2682",991,"none","real cells"
"2683",850,"none","real cells"
"2684",40,"none","real cells"
"2685",44,"none","real cells"
"2686",102,"none","real cells"
"2687",1186,"none","real cells"
"2688",110,"none","real cells"
"2689",91,"none","real cells"
"2690",1014,"none","real cells"
"2691",1036,"none","real cells"
"2692",101,"none","real cells"
"2693",115,"none","real cells"
"2694",1130,"none","real cells"
"2695",1295,"none","real cells"
"2696",65,"none","real cells"
"2697",38,"none","real cells"
"2698",90,"none","real cells"
"2699",1013,"none","real cells"
"2700",32,"none","real cells"
"2701",193,"none","real cells"
"2702",137,"none","real cells"
"2703",628,"none","real cells"
"2704",87,"none","real cells"
"2705",101,"none","real cells"
"2706",914,"none","real cells"
"2707",65,"none","real cells"
"2708",12,"none","real cells"
"2709",78,"none","real cells"
"2710",1108,"none","real cells"
"2711",776,"none","real cells"
"2712",1088,"none","real cells"
"2713",46,"none","real cells"
"2714",97,"none","real cells"
"2715",1605,"none","real cells"
"2716",859,"none","real cells"
"2717",52,"none","real cells"
"2718",946,"none","real cells"
"2719",739,"none","real cells"
"2720",1377,"none","real cells"
"2721",887,"none","real cells"
"2722",76,"none","real cells"
"2723",120,"none","real cells"
"2724",1232,"none","real cells"
"2725",85,"none","real cells"
"2726",1560,"none","real cells"
"2727",705,"none","real cells"
"2728",837,"none","real cells"
"2729",1482,"none","real cells"
"2730",839,"none","real cells"
"2731",839,"none","real cells"
"2732",79,"none","real cells"
"2733",17,"none","real cells"
"2734",61,"none","real cells"
"2735",84,"none","real cells"
"2736",1171,"none","real cells"
"2737",1220,"none","real cells"
"2738",73,"none","real cells"
"2739",149,"none","real cells"
"2740",802,"none","real cells"
"2741",974,"none","real cells"
"2742",1339,"none","real cells"
"2743",1317,"none","real cells"
"2744",10,"none","real cells"
"2745",1116,"none","real cells"
"2746",51,"none","real cells"
"2747",617,"none","real cells"
"2748",55,"none","real cells"
"2749",123,"none","real cells"
"2750",1450,"none","real cells"
"2751",61,"none","real cells"
"2752",1374,"none","real cells"
"2753",43,"none","real cells"
"2754",96,"none","real cells"
"2755",125,"none","real cells"
"2756",1124,"none","real cells"
"2757",1152,"none","real cells"
"2758",815,"none","real cells"
"2759",48,"none","real cells"
"2760",345,"none","real cells"
"2761",78,"none","real cells"
"2762",61,"none","real cells"
"2763",1382,"none","real cells"
"2764",127,"none","real cells"
"2765",885,"none","real cells"
"2766",93,"none","real cells"
"2767",82,"none","real cells"
"2768",102,"none","real cells"
"2769",93,"none","real cells"
"2770",121,"none","real cells"
"2771",67,"none","real cells"
"2772",72,"none","real cells"
"2773",77,"none","real cells"
"2774",51,"none","real cells"
"2775",94,"none","real cells"
"2776",888,"none","real cells"
"2777",960,"none","real cells"
"2778",130,"none","real cells"
"2779",1550,"none","real cells"
"2780",928,"none","real cells"
"2781",103,"none","real cells"
"2782",1347,"none","real cells"
"2783",1282,"none","real cells"
"2784",1163,"none","real cells"
"2785",71,"none","real cells"
"2786",159,"none","real cells"
"2787",1186,"none","real cells"
"2788",27,"none","real cells"
"2789",1056,"none","real cells"
"2790",86,"none","real cells"
"2791",862,"none","real cells"
"2792",965,"none","real cells"
"2793",52,"none","real cells"
"2794",1355,"none","real cells"
"2795",30,"none","real cells"
"2796",68,"none","real cells"
"2797",3,"none","real cells"
"2798",1358,"none","real cells"
"2799",858,"none","real cells"
"2800",69,"none","real cells"
"2801",655,"none","real cells"
"2802",1234,"none","real cells"
"2803",174,"none","real cells"
"2804",41,"none","real cells"
"2805",49,"none","real cells"
"2806",87,"none","real cells"
"2807",889,"none","real cells"
"2808",35,"none","real cells"
"2809",1473,"none","real cells"
"2810",618,"none","real cells"
"2811",130,"none","real cells"
"2812",50,"none","real cells"
"2813",1101,"none","real cells"
"2814",1166,"none","real cells"
"2815",143,"none","real cells"
"2816",55,"none","real cells"
"2817",6,"none","real cells"
"2818",119,"none","real cells"
"2819",969,"none","real cells"
"2820",801,"none","real cells"
"2821",1,"none","real cells"
"2822",0,"none","real cells"
"2823",44,"none","real cells"
"2824",1032,"none","real cells"
"2825",8,"none","real cells"
"2826",889,"none","real cells"
"2827",718,"none","real cells"
"2828",1018,"none","real cells"
"2829",765,"none","real cells"
"2830",97,"none","real cells"
"2831",74,"none","real cells"
"2832",22,"none","real cells"
"2833",49,"none","real cells"
"2834",48,"none","real cells"
"2835",46,"none","real cells"
"2836",1044,"none","real cells"
"2837",623,"none","real cells"
"2838",1217,"none","real cells"
"2839",897,"none","real cells"
"2840",1312,"none","real cells"
"2841",645,"none","real cells"
"2842",1522,"none","real cells"
"2843",1491,"none","real cells"
"2844",51,"none","real cells"
"2845",65,"none","real cells"
"2846",918,"none","real cells"
"2847",29,"none","real cells"
"2848",83,"none","real cells"
"2849",119,"none","real cells"
"2850",135,"none","real cells"
"2851",87,"none","real cells"
"2852",52,"none","real cells"
"2853",864,"none","real cells"
"2854",820,"none","real cells"
"2855",875,"none","real cells"
"2856",655,"none","real cells"
"2857",152,"none","real cells"
"2858",1039,"none","real cells"
"2859",17,"none","real cells"
"2860",766,"none","real cells"
"2861",61,"none","real cells"
"2862",85,"none","real cells"
"2863",1687,"none","real cells"
"2864",1137,"none","real cells"
"2865",114,"none","real cells"
"2866",17,"none","real cells"
"2867",81,"none","real cells"
"2868",46,"none","real cells"
"2869",142,"none","real cells"
"2870",31,"none","real cells"
"2871",1291,"none","real cells"
"2872",933,"none","real cells"
"2873",65,"none","real cells"
"2874",107,"none","real cells"
"2875",708,"none","real cells"
"2876",1026,"none","real cells"
"2877",9,"none","real cells"
"2878",705,"none","real cells"
"2879",33,"none","real cells"
"2880",1111,"none","real cells"
"2881",1132,"none","real cells"
"2882",1272,"none","real cells"
"2883",78,"none","real cells"
"2884",846,"none","real cells"
"2885",1222,"none","real cells"
"2886",78,"none","real cells"
"2887",1146,"none","real cells"
"2888",1481,"none","real cells"
"2889",516,"none","real cells"
"2890",1112,"none","real cells"
"2891",17,"none","real cells"
"2892",917,"none","real cells"
"2893",0,"none","real cells"
"2894",866,"none","real cells"
"2895",428,"none","real cells"
"2896",40,"none","real cells"
"2897",108,"none","real cells"
"2898",1448,"none","real cells"
"2899",985,"none","real cells"
"2900",627,"none","real cells"
"2901",826,"none","real cells"
"2902",673,"none","real cells"
"2903",8,"none","real cells"
"2904",1155,"none","real cells"
"2905",64,"none","real cells"
"2906",46,"none","real cells"
"2907",67,"none","real cells"
"2908",1331,"none","real cells"
"2909",1218,"none","real cells"
"2910",63,"none","real cells"
"2911",114,"none","real cells"
"2912",926,"none","real cells"
"2913",774,"none","real cells"
"2914",179,"none","real cells"
"2915",94,"none","real cells"
"2916",30,"none","real cells"
"2917",62,"none","real cells"
"2918",74,"none","real cells"
"2919",66,"none","real cells"
"2920",1605,"none","real cells"
"2921",66,"none","real cells"
"2922",101,"none","real cells"
"2923",1616,"none","real cells"
"2924",1080,"none","real cells"
"2925",71,"none","real cells"
"2926",33,"none","real cells"
"2927",1023,"none","real cells"
"2928",720,"none","real cells"
"2929",17,"none","real cells"
"2930",34,"none","real cells"
"2931",1481,"none","real cells"
"2932",17,"none","real cells"
"2933",1345,"none","real cells"
"2934",60,"none","real cells"
"2935",98,"none","real cells"
"2936",59,"none","real cells"
"2937",31,"none","real cells"
"2938",1340,"none","real cells"
"2939",1260,"none","real cells"
"2940",45,"none","real cells"
"2941",702,"none","real cells"
"2942",106,"none","real cells"
"2943",79,"none","real cells"
"2944",137,"none","real cells"
"2945",53,"none","real cells"
"2946",59,"none","real cells"
"2947",68,"none","real cells"
"2948",179,"none","real cells"
"2949",682,"none","real cells"
"2950",938,"none","real cells"
"2951",151,"none","real cells"
"2952",964,"none","real cells"
"2953",1052,"none","real cells"
"2954",1150,"none","real cells"
"2955",77,"none","real cells"
"2956",99,"none","real cells"
"2957",86,"none","real cells"
"2958",1404,"none","real cells"
"2959",621,"none","real cells"
"2960",1,"none","real cells"
"2961",674,"none","real cells"
"2962",98,"none","real cells"
"2963",78,"none","real cells"
"2964",1120,"none","real cells"
"2965",70,"none","real cells"
"2966",130,"none","real cells"
"2967",1177,"none","real cells"
"2968",58,"none","real cells"
"2969",903,"none","real cells"
"2970",63,"none","real cells"
"2971",2298,"none","real cells"
"2972",57,"none","real cells"
"2973",45,"none","real cells"
"2974",57,"none","real cells"
"2975",1125,"none","real cells"
"2976",1083,"none","real cells"
"2977",67,"none","real cells"
"2978",1263,"none","real cells"
"2979",47,"none","real cells"
"2980",35,"none","real cells"
"2981",27,"none","real cells"
"2982",50,"none","real cells"
"2983",49,"none","real cells"
"2984",103,"none","real cells"
"2985",808,"none","real cells"
"2986",62,"none","real cells"
"2987",139,"none","real cells"
"2988",25,"none","real cells"
"2989",79,"none","real cells"
"2990",926,"none","real cells"
"2991",987,"none","real cells"
"2992",108,"none","real cells"
"2993",48,"none","real cells"
"2994",808,"none","real cells"
"2995",572,"none","real cells"
"2996",793,"none","real cells"
"2997",1246,"none","real cells"
"2998",632,"none","real cells"
"2999",137,"none","real cells"
"3000",42,"none","real cells"
"3001",89,"none","real cells"
"3002",113,"none","real cells"
"3003",1048,"none","real cells"
"3004",1225,"none","real cells"
"3005",31,"none","real cells"
"3006",1325,"none","real cells"
"3007",454,"none","real cells"
"3008",840,"none","real cells"
"3009",59,"none","real cells"
"3010",38,"none","real cells"
"3011",788,"none","real cells"
"3012",50,"none","real cells"
"3013",12,"none","real cells"
